0,1,2,3,4,5,6,7
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
社会医療法人財団董仙会恵寿総合病院,926-8605,石川県七尾市富岡町94番地,0767-52-3211,www.keiju.co.jp,有,平日 8:30~11:30、午後は要相談,有
松江産婦人科内科医院,925-0051,石川県羽咋市島出町フ63-1,0767-22-2479,0,有,土、平日 9:00~18:00(木曜日休日)(日曜祭日休日),有
桑原母と子クリニック,926-0821,石川県七尾市国分町ラ部2番地1,0767-52-4103,www.kuwaharahahatoko.com,有,平日 9:00~17:30土曜 9:00~16:30 ※状況により休日時間外の対応も可(要電話確認),有
恵寿ローレルクリニック,926-8607,石川県七尾市富岡町95番地,0767-57-5500,0,有,平日 9:00~17:00,無
市立輪島病院,928-8585,石川県輪島市山岸町は1番1地,0768-22-2222,http://city.wajima.ishikawa.jp/wajimahp/,有,平日 8:30~17:00上記時間外は要連絡,有
公立穴水総合病院,927-0027,石川県鳳珠郡穴水町,(0768)52-0511,http://www.anamizu.jp/,有,火曜日 8:30~17:15水曜日 8:30~17:15第2・第4土曜日 8:30~12:30,有
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
国民健康保険小松市民病院,923-8560,石川県小松市向本折町ホ60番地,0761-22-7111,https://hosp.komatsu.ishikawa.jp,有,平日 8:30~11:00,有
医療法人社団 荒木病院,923-0832,石川県小松市若杉町95番地,0761-22-0301,http://www.arakihospital.com,有,特に決めていない,有
恵愛みらいクリニック,923-0804,石川県小松市光町1-1,0761-24-6111,https://keiai-kmt.or.jp/,有,終日可能,有
川北レイクサイドクリニック,923-0964,石川県小松市今江町に41番地,0761-22-0232,www.kawakita-lakeside.com,有,24時間(診療時間外は電話をかけてから来院ください)【診療時間】(月・火・金・土曜日)9:00~18:00(水曜日)9:00~12:00(木曜日)15:00~18:00,有
瀬川クリニック,923-0302,石川県小松市符津町ウ83,0761-44-5135,http://www8.ocn.ne.jp/~segawaog,有,月・火・金 9:00~12:00/14:00~17:30水・土 9:00~12:00木・日・祭 休診,有
正木レディスクリニック,923-0921,石川県小松市土居原町496番4,0761-21-8500,,有,平日(月・火・木・金) 9:00~18:00土曜 9:00~12:30水曜、日祭日 休診,有
産婦人科 麻酔科 手取川クリニック,923-1267,石川県能美郡川北町字壱ツ屋199,076-277-0100,http://www.tedorigawa-clinic.com,有,平日9:00~12:00/15:00~18:00土曜9:00~12:00,有
白山石川医療企業団 公立松任石川中央病院,924-8588,石川県白山市倉光三丁目8番地,076-275-2222,http://www.mattohp.jp/,有,水曜日 8:00~11:30/13:00~14:30木曜日 8:00~11:30,有
恵愛会松南病院,924-0805,石川県白山市若宮3-63,076-275-7611,http://www.keiai-shonan.jp/,有,24時間対応可能,有
上島クリニック,929-0326,石川県津幡町清水,076-289-2233,,有,平日 9:00~18:00土曜 9:00~13:00,有
向陽台クリニック,920-0272,石川県河北郡内灘町向陽台1丁目225番地,076-255-3454,http://koyodai-clinic.sakura.ne.jp,有,平日 9:30~12:30/15:00~18:30土曜 9:30~12:30/15:00~17:00,有
つねファミリークリニック,920-0269,石川県河北郡内灘町白帆台2-1,076-286-1230,https://www.tsunepedicardio.com/,有,平日 9:00~17:00土曜 9:00~16:00,有
いこまともみレディースクリニック,924-0081,石川県白山市北安田西二丁目41番,076-216-0123,http//www.ikomatomomi-clinic.jp/,有,平日 9:00~12:00/15:00~18:00土曜 9:00~13:00,有
ののいち産婦人科クリニック,921-8815,石川県野々市市本町2-18-22,076-248-5315,http://nonoichi-maternity.com,有,月・火・木・金 9:00~12:0014:30~18:00水・土 9:00~12:00,有
深江レディースクリニック,921-8841,石川県野々市市郷町260番地,076-294-3336,http://www.fukae.or.jp/,有,平日 9:00~12:00月曜、水曜のみ 15:00~18:00土曜 9:00~12:00,有
やまぎしレディスクリニック,921-8832,石川県野々市市藤平田1丁目256-1,076-287-6066,0,有,月・火・水・金曜 9:00~12:00/14:00~18:00土曜 9:00~15:00,有
鈴木レディスホスピタル,921-8033,石川県金沢市寺町2-8-36,076-242-3155,https://www.suzukilh.com/,有,診療時間内(午前9時~12時30分 月~土)(午後3時~5時30分 月・水・金・土),有
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
愛育産婦人科医院,920-0804,石川県金沢市鳴和1丁目13番6号,076-252-3535,0,有,平日 8:30~18:00土曜日 8:30~12:00他 随時,有
松田産婦人科医院,920-0981,石川県金沢市片町2丁目26-11,076-231-6249,0,有,平日(月・火・水・金・土)9:00~12:00,有
紺谷内科婦人科クリニック,920-0344,石川県金沢市畝田東2-125,076-268-3035,https://www.kontaniclinic.jp,有,平日 9:00~17:30(木曜を除く)木曜、土曜 9:00~12:00,有
丘村クリニック,920-3124,石川県金沢市荒屋1-87,076-258-6116,0,有,平日 9:00~12:00/14:00~18:00木曜 9:00~12:00土曜 9:00~12:30,有
内田マタニティクリニック,920-1167,石川県金沢市もりの里1-212,076-234-3511,http://www.uchidamaternity.com/,有,平日 9:00~11:30/15:00~17:30(木曜は午前のみ)土曜9:00~11:30/13:30~14:30,有
医療法人社団 吉澤レディースクリニック,920-0355,石川県金沢市稚日野町北295-1,076-266-8155,http://www.yoshizawa-l-c.com/,有,【月曜~水曜・金曜 9:00~12:00/15:00~18:00】【木曜 9:00~12:00】【土曜 9:00~12:00/15:00~17:00】,有
ママBBクリニック,920-0203,石川県金沢市木越町ト5-1,076-258-1122,mamabb-clinic.com,有,平日 9:00~12:00/15:00~18:30(木曜日は午前中のみ)土曜日 9:00~12:00/15:00~17:00,有
うきた産婦人科医院,921-8013,石川県金沢市新神田4-7-25,076-291-2277,http://www.ukita.or.jp/,有,月火水金土 午前9時~午後1時/午後2時30分~午後6時木     午前9時~午後1時,有
金沢メディカルステーション ヴィーク,920-0858,石川県金沢市木ノ新保町1-1金沢駅西口ビル4F,076-235-4114,https://www.viec.jp/,有,平日 9:30~17:00土曜 9:30~13:00,有
医療法人社団壱愛会 愛レディスクリニック,920-0363,石川県金沢市古府町南386-2,076-249-1117,0,有,平日(木曜除く) 9:00~12:00/16:00~18:00土曜 9:00~12:00,有
めぐみクリニック,920-8217,石川県金沢市近岡町345-1,076-237-1135,https://www.megumi.or.jp/,有,月火水金 9:00~17:30木曜 9:00~11:30土曜 9:00~11:30,有
あおばウィメンズクリニック,920-0344,石川県金沢市畝田東3丁目540,076-267-1255,http://aoba-womens.com/,有,平日 9:00~12:30/14:30~17:30木曜土曜 9:00~12:30,有
まなぶ産科婦人科クリニック,921-8045,石川県金沢市大桑2-307,076-255-7681,www.manabu-clinic.com,有,平日 9:00~12:00/14:30~17:30水曜、土曜 9:00~12:00,有
レディースクリニックゆう,921-8036,石川県金沢市弥生3-3-46,076-220-6677,http://www.clinicyu.com/,有,平日 9:30~13:00/15:30~18:30土曜 同上,有
医療法人社団 アンジュレディースクリニック,920-0809,石川県金沢市三池栄町66番地,076-254-5103,http://ange-lc-jp/contact/,有,月・水・金 9:00~12:30/14:30~18:00火 9:00~12:30/15:30~18:00木 9:00~12:30土 9:00~13:00,有
公立羽咋病院,925-8502,石川県羽咋市的場町松崎24番地,0767-22-1220,https://www.hakuihp.jp,有,月・金 8:15~11:30(事前にご連絡をお願いします。),無
