0,1,2,3,4,5,6,7
医療法人 内村産婦人科,893-1603,鹿児島県鹿屋市串良町岡崎2070,0994-63-2521,https://www.uchimura-kanoya.com,有,平日 9:00~17:30水土 9:00~12:00,有
種子島産婦人科医院,891-3101,鹿児島県西之表市西之表16314-7,0997-22-0260,http://tane-san.com/,有,"月・火・木・金(9:00~11:00,14:00~16:00)水(9:00~11:00)土日,祝祭日休診(必要な場合は要相談)",有
医療法人徳洲会 屋久島徳洲会病院,891-4205,鹿児島県熊毛郡屋久島町宮之浦2467,0997-42-2200,https://www.yakushimatokushukai.com,有,平日(9:00~18:00)土曜(9:00~12:00),有
鹿児島県立大島病院,894-0015,鹿児島県奄美市名瀬真名津町18-1,0997-52-3611,http://hospital.pref.kagoshima.jp/oshima/,有,平日8:30-16:30,無
医療法人徳洲会 喜界徳洲会病院,891-6202,鹿児島県大島郡喜界町湾315,0997-65-1100,kikai-tokushukai.com/,有,平日8:30~17:00土曜8:30~12:00,有
医療法人徳洲会 徳之島徳洲会病院,891-7101,鹿児島県大島郡徳之島町亀津7588,0997-83-1100,http://www/tokunoshima-tokushukai.com/,有,"・平日(月,火,木,金)9:00~12:00,14:00~17:00・土曜9:00~12:00",有
医療法人徳洲会 名瀬徳洲会病院,894-0061,鹿児島県奄美市名瀬朝日町28-1,0997-54-2222,http://www.nazetokushukai.jp,有,平日9:00~12:30,有
うえだクリニック,894-0015,鹿児島県奄美市名瀬真名津町13-20,0997-54-2000,,有,"・月,火,木,金9:30~12:30,14:30~18:00・水,土9:30~12:30・日14:30~18:00・祝日休診",有
緊急避妊に係る診療が可能な産婦人科医療機関等一覧,,,,,,,
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
マミィクリニック伊集院,891-0105,鹿児島県鹿児島市中山町2587-3,099-263-1153,0,有,平日9:00-18:00土曜9:00-13:00,有
医療法人光智会産科婦人科のぼり病院,890-0054,鹿児島県鹿児島市荒田1丁目13-13,099-256-1313,http://www.nobori.or.jp,有,月・火・水・金9:00-17:00木・土9:00-11:30,有
さがら女性クリニック,890-0053,鹿児島県鹿児島市中央町11鹿児島中央ターミナルビル2F,099-812-8203,www.sagara.or.jp,有,"平日8:30-12:00,14:00-17:00",有
櫻井産婦人科,890-0073,鹿児島県鹿児島市宇宿1丁目51-16,099-252-8964,,有,"9:00-12:30,15:00-17:30",有
医療法人愛育会 愛育病院,891-0114,鹿児島県鹿児島市小松原1丁目43-15,099-268-0311,http://www.aiikukago.com,有,"平日9:00-12:00,14:00-18:00土曜日9:00-12:00",有
さとみクリニック,892-0816,鹿児島県鹿児島市山下町8番3号2階,099-219-3336,http://satomi-clinic.com,有,月火木金土9:00-18:30日曜9:00-12:00,有
今村総合病院,890-0064,鹿児島県鹿児島市鴨池新町11-23,099-251-2221,www.jiaikai.or.jp/imamura-general,有,平日8:30-16:00,有
いまきいれ総合病院,890-0051,鹿児島県鹿児島市高麗町43番25号,099-252-1090,http://imakiire.jp/,有,月水金8:30-15:30火木8:30-11:30土8:30-11:30,有
柿木病院,892-0846,鹿児島県鹿児島市加治屋町15-3,099-224-3939,https://www.kakinoki-hp.or.jp/,有,"月火木金9:00-13:00,15:00-18:00水9:00-13:00土9:00-13:00,14:00-17:00",有
医療法人正栄会 上片平産婦人科内科,890-0008,鹿児島県鹿児島市伊敷7-8-15,099-220-0381,http://kamikatahira-lc.webmedipr.jp/,有,"月~日9:00-18:00(受付は30分前まで,木日は午前中のみ",有
医療法人 平野エンゼルクリニック,890-0055,鹿児島県鹿児島市上荒田町31-21,099-257-0808,https://www.hirano-angel.com,有,24時間,有
光輪会 鹿児島クリニック,819-0115,鹿児島県鹿児島市東開町5-28,099-268-2351,https://kagoshimaryouin.jp/cl-info.html,有,平日9:00-17:00(木・祝日・日除く),有
中村(哲)産婦人科・内科,892-0845,鹿児島県鹿児島市樋之口町3-7,099-223-2236,www.minc.ne.jp/~i-hakuyuu/,有,月火金土9:00-18:00木9:30-17:30,有
いづろ今村病院,892-0824,鹿児島県鹿児島市堀江町17-1,099-226-2600,http://www.jiaikai.or.jp/idzuro-imamura/,有,"月火水金8:30-12:00,14:00-17:00木8:30-12:00",無
堂園メディカルハウス,890-0052,鹿児島県鹿児島市上之園町3-1,099-254-1864,www.dozono.co.jp,有,"平日8:45-13:00,14:30-17:00土曜8:45-14:00 ※木,日,祝は休診",無
うのきクリニック,892-0826,鹿児島県鹿児島市呉服町3-6 山口ビル1階,099-213-9222,unoki-cl.com,有,"月火水金土9:00-13:00,15:00-17:30木・日・祝日休み",有
医療法人石塚レディースクリニック,892-0838,鹿児島県鹿児島市新屋敷町4番10号,099-222-2509,,有,平日9:00-18:00土曜9:00-13:00,有
片瀬クリニック,892-0844,鹿児島県鹿児島市山之口町3-14,099-222-2560,https://katase-clinic.com/,有,"月~金10:00-13:30,15:00-19:00土10:00-14:00",有
医療法人真門会 中江産婦人科,890-0053,鹿児島県鹿児島市中央町13-3,099-255-9528,http://www.nakae-obgy.jp/,有,"月水9:00-12:00,14:00-17:30火木金土9:00-12:00日祝休診",有
