0,1,2,3,4,5,6,7
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
小塚産婦人科,511-0821,桑名市大字矢田419ー1,0594-22-0939,https://kozuka-ladies.com,有,月・火・水・金 9:00~12:00 15:00~18:00木・土 9:00~12:00その他・時間外・休日も対応可,有
三重北医療センターいなべ総合病院,511-0428,いなべ市北勢町阿下喜771,0594-72-2000,http://www.miekosei.or.jp/4_ish/,有,平日8:30~17:00土・日・祝日 8:30~12:00,有
ザ・クリニック,510-8103,三重郡朝日町大字柿776-1,059-376-2030,https://www.the-clinic.jp,有,月・火・金 9:00~12:0013:00~16:00水・土 9:00~12:00木 9:00~12:00 15:00~18:00,有
おばたレディースクリニック,512-0934,四日市市川島町6842-1,059-320-1212,www.obata-lc.com,有,水曜を除く平日9:00~12:00  15:00~18:30土曜 9:00~12:00  14:00~17:00,有
四日市レディースクリニック,512-0932,四日市市小生町字西川原800,059-322-1131,http://www.yokkaichi-ladys.com/,有,月・水・金 9:00~12:0015:30~18:30火・木   9:00~12:00土曜 9:00~12:00  14:00~17:00,有
中尾産婦人科,510-8027,四日市市茂福弓田612-1,059-364-3210,,有,平日 9:00~12:00  15:00~18:30土曜 9:00~12:00火・祭日・日・土曜午後休診,有
守屋レディースクリニック,510-0012,四日市市羽津4661,059-363-8803,http://www.moriya-lc.com,有,月・火・木・金・土AM 9:00~12:00PM 3:30~6:30,有
慈芳産婦人科,510-0834,四日市市常盤4丁目4-17,059-353-0508,https://jiho-bebe.com/,有,水曜を除く平日 9:00~12:0015:00~18:00土曜 9:00~12:00,有
県立総合医療センター,510-8561,四日市市大字日永5450-132,059-345-2321,https://www.mie-gmc.jp/,有,常時,有
,,,,,,,
こうのとりW0MEN’sCAREクリニック,510-0086,四日市市諏訪栄町176ローレルタワーシュロア四日市204,059-355-5577,http://www.ko-notori-ivf.com/,有,(月・火・水・金・土) 9:30~12:30(月・火・水・金) 15:30~19:00,有
かっさいレディースクリニック,510-0035,四日市市陶栄町2-2,059-328-5500,,有,"AM 9:00~12:00PM 16:00~19:00(木・土はAMのみ・日祝は休み)(初診はAM11:30,PM18:30まで)",有
あきながレディースクリニック,510-0258,鈴鹿市秋永町787-3,059-380-6090,,有,月・火・木・金 9:00~18:00水・土 9:00~12:00,有
鈴木レディースクリニック,513-0835,鈴鹿市平野町7740-1,059-370-5151,https://www.slc-mie.com,有,月・水・金 9:00~12:3015:00~18:30火・木・日 9:00~12:30土 9:00~12:3014:00~16:00,有
白子ウィメンズホスピタル,513-0235,鈴鹿市南江島町9-15,059-388-2221,http://www.shiroko-clinic.com/womens/,有,月・火・木・金 9:00~12:0015:00~18:00土 9:00~12:0014:00~17:00,有
宮崎産婦人科,513-0844,鈴鹿市平田2丁目1-8,059-378-8811,www.miyazaki-clinic.jp,有,月・水・金 9:00~18:00火 9:00~17:00木・土 9:00~12:00,有
鈴鹿中央総合病院,513-0818,鈴鹿市安塚町山之花1275-53,059-382-1311,http://www.miekosei.or.jp/2_sch/index.html,有,平日 8:30~11:30,無
,,,,,,,
宮村産婦人科,519-0116,亀山市本町3丁目8-7,0595-82-5151,http://www.medic-grp.co.jp/doctor/miyamur,/有,月・火・水・金8:30~12:00   15:30~18:30土 8:30~12:30,有
,,,,,,,
金丸産婦人科,514-0062,津市観音寺799-7TTC医療ビル1F,059-229-5722,http://kanamaru.webmedipr.jp,有,平日9:00~18:30木  9:00~12:30土 9:00~17:00先に電話相談要,有
セントローズクリニック,514-0042,津市新町1丁目5-16,059-221-5555,https://st-rose.jp,有,24時間可,有
,,,,,,,
津西産婦人科,514-0051,津市納所町字蔵田686-1,059-225-2235,,有,平日・土曜8:30~12:00、14:30~18:30木曜 8:30~12:00,有
ながたレディースクリニック,514-0815,津市大字藤方150,059-238-5678,http://www.nagata-ladies.jp,有,月~水・金・土 9:00~12:30 16:00~18:30夜間・日・祝日は要連絡,有
藤田産婦人科,514-0832,津市南中央2-2,059-227-7288,,有,月・水・金 9:00~18:00土 9:00~17:00,有
ヤナセクリニック,514-0016,津市乙部5-3,059-227-5585,www.pmc.or.jp,有,平日 9:00~19:00土曜 9:00~17:00木曜 9:00~12:00,有
三重レディースクリニック,514-1113,津市久居野村町366-1,059-256-4141,http://www.mieladies.com/,有,平日 9:30~12:30  15:30~18:30土曜 9:30~12:30  14:00~17:00,有
清水レディースクリニック,514-1118,津市久居新町3006ポルタひさい1F,059-254-3500,,有,平日 9:30~12:30  16:00~19:00土曜 9:30~12:30,有
河合産婦人科,515-0812,松阪市船江町3-3,0598-26-8585,https://www.san-kawai.jp/,有,月・火・水・金・土9:00~12:00  15:00~18:00,有
松本クリニック,515-0045,松阪市駅部田町1619-45,0598-26-3555,,有,月・火・水・金・土9:00~12:00 15:00~18:00,有
南産婦人科,515-0043,松阪市下村町1041,0598-29-2020,https://minami-sanfujinka.com,有,平日 9:00~12:00  16:00~19:00(木)除く土曜 9:00~12:00  14:00~17:00,有
松阪中央総合病院,515-0818,松阪市川井町字小望102,0598-21-5252,http://www.miekosei.or.jp/1_mch/index.html,有,平日 8:30~17:30,無(院外処方対応)
,,,,,,,
小原産婦人科,516-0072,伊勢市宮後町1丁目5-3,0596-28-8111,www.ohara-lc.jp,有,月・火・水・金.土 9:00~18:00,有
菊川産婦人科,516-0071,伊勢市一之木5-15-5,0596-23-1515,www.kikukawa.org,有,平日 9:00~18:00土曜 9:00~18:00,有
本橋産婦人科,516-0071,伊勢市一之木1-8-7,0596-23-4103,http://www.motohasi.sakura.ne.jp/,有,月・水・金 9:00~12:0015:00~18:00土  9:00~12:00,有
市立伊勢総合病院,516-0014,伊勢市楠部町3038,0596-23-5111,https://hospital.city.ise.mie.jp/,有,平日 8:30~17:00,有
,,,,,,,
玉石産婦人科,516-0804,伊勢市御薗町長屋2049,0596-22-5656,http://www.tamaishi-lc.jp/,有,年中,有
,,,,,,,
やまぐちレディースクリニック,519-0505,伊勢市小俣町本町3321,0596-21-3001,www.ylcylc.com,有,月・火・水・金  9:00~18:00土曜    9:00~17:00,有
尾鷲総合病院,519-3653,尾鷲市上野町5-25,0597-22-3111,http://www.owasehp.jp/,有,平日 8:30~17:00,有
,,,,,,,
大石産婦人科医院,519-4325,熊野市有馬町201,0597-89-1717,,有,月・水・金 9:00~12:0013:30~17:00火・木・土 9:00~12:00,有
中産婦人科緑ヶ丘クリニック,518-0836,伊賀市緑ヶ丘本町761,0595-21-5678,http://midorigaokaclinic.com,有,月・火・水・金 9:00~13:00  16:00~19:00木・土 9:00~13:00日・祝・GW・お盆・年末年始除く,有
森川病院,518-0854,伊賀市上野忍町2516-7,0595-21-2425,http://www.morikawa-wh.jp,有,月・火・水・金 9:00~12:0017:00~19:00木・土 9:00~12:00,有
藤本産婦人科,518-0713,三重県名張市平尾3068-9,0595-63-0995,http://website2.infomity.net/8390000053/,有,月・火・金 10:00~18:30水 14:30~18:30木 9:00~12:00土 9:00~13:00,有
武田産婦人科,518-0701,名張市鴻之台1-144,0595-64-7655,https://takeda-clinic.com/,有,月~日 AM9:00~PM8:00,有
,,,,,,,
卓山医院,518-0631,名張市桔梗が丘南1番町1街区15-4,0595-65-0001,http://www.takayama-clinic.net,有,(平日) 9:00~12:00  15:00~18:30(休診日)木・土曜午後・日・祝日,有
三重北医療センター菰野厚生病院,510-1234,三重郡菰野町福村75,059-393-1212,http://www.miekosei.or.jp/3_kkh/index.html,有,平日 8:30~11:30,有
,,,,,,,
