0,1,2,3,4,5,6,7
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊への対応可能時間帯,常時の緊急避妊薬の在庫の有無
クララクリニック,321-0124,栃木県下都賀郡壬生町壬生甲3312-1,0282-83-1311,claraclinic.jp,有,平日9:00-12:30、15:00-16:30土9:00-12:30日曜は医師が在宅している場合対応,有
獨協医科大学病院,321-0293,栃木県下都賀郡壬生町北小林880,0282-86-1111,ww2.dokkyomed.ac.jp/dep-m/ob-gy,有,月―金 8:30-17:00土、休日、夜間は緊急性に応じ対応,有
,,,,,,,
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊への対応可能時間帯,常時の緊急避妊薬の在庫の有無
高橋レディスクリニック,320-0021,栃木県宇都宮市東塙田1-5-1,028-624-0130,www.takahashi-lc.or.jp,有,平日9:00-12:00、15:00-17:00土9:00-12:00、15:00-16:00,有
宇都宮中央クリニック,320-0806,栃木県宇都宮市中央1-7-1,028-636-1121,www.centralclinic.or.jp,有,平日・土曜10:00-12:00、15:00-18:00,有
平尾産婦人科医院,320-0857,栃木県宇都宮市鶴田3-1-4,028-648-5222,www.hirao.jp,有,月水金8:30-12:00、14:00-17:30水土8:30-12:00、木14:00-17:30,有
かわつクリニック,320-0867,栃木県宇都宮市大寛2-2-26,028-639-1118,kawatsu-cl.jp/,有,月火水金9:00-12:30、15:00-18:00木土9:00-12:30,有
うえの医院,320-0867,栃木県宇都宮市大寛2-5-7,028-636-8707,www.uenoiin.net,有,月火木9:30-12:30、14:30-18:30金9:30-12:30 土9:30-12:30、14:30-,有
アルテミス宇都宮クリニック,321-0118,栃木県宇都宮市インターパーク5-1-9,028-655-5600,www.auc.med-apple.co.jp,有,平日9:00-18:00土9:00-17:00,有
こいけレディスクリニック,321-0139,栃木県宇都宮市若松原3-1-2,028-688-3588,,有,月水金9:00-13:00、15:00-17:00火木土9:00-13:00,有
もちづき女性クリニック,321-0161,栃木県宇都宮市双葉1-2-1,028-678-4165,mjcl.jp,有,月火木金、9:30-12:30 15:00-18:30水土9:30-12:30,有
福泉医院,321-0924,栃木県宇都宮市下栗1-1-1,028-639-1122,,有,平日土9:00-12:00、14:30-18:00木9:00-12:00,有
高橋あきら産婦人科,321-0941,栃木県宇都宮市東今泉2-2-16,028-663-1103,,有,平日9:00-12:00、14:00-18:00水午後休診  土9:00-12:00、14:00-16:00,有
かしわぶち産婦人科,321-0971,栃木県宇都宮市海道町70-8,028-663-3715,www.babys-net.com/kasiwabuti,有,平日土曜 8:00-24:00,有
済生会宇都宮病院,321-0974,栃木県宇都宮市竹林町911-1,028-626-5500,www.saimiya.com,有,平日9:00-17:30,無
ちかざわLadies’クリニック,321-0982,栃木県宇都宮市城東1-2-5,028-638-2380,mirai-med.org,有,月水木金9:00-12:00、 15:00-17:30火土9:00-12:00,有
ゆめクリニック,321-3226,栃木県宇都宮市ゆいの杜3-14-6,028-611-1881,utsunomiya-yumeclinic.jp,有,平日、休日24時間対応可能,有
栃木産科婦人科医院,326-0047,栃木県足利市錦町14番地,0284-41-3378,,有,平日9:00-12:00、15:00-17:00木曜土曜9:00-12:00,有
浅岡医院,326-0052,栃木県足利市相生町387,0284-41-8188,www.asaokacl.jp,有,月~木9:30-12:30、 15:00-18:00金土9:30-12:30,有
田村レディスクリニック,326-0067,栃木県足利市江川町3-13-3,0284-43-3006,tamura-ladies.com,有,月火木金9:00-12:30 15:00-17:30水土9:00-12:30,有
かしま産婦人科,326-0844,栃木県足利市鹿島町501-1,0284-65-0341,www.kashimasanfujinka.jp,有,平日9:00-11:30、15:00-17:00土9:00-11:30,有
本庄記念病院,326-0831,栃木県足利市堀込町2859,0284-73-1199,,有,平日9:00-18:00 火木を除く土曜9:00-12:00,有
