0,1,2,3,4,5,6,7
竹内産婦人科クリニック,814-0171,福岡県福岡市早良区野芥7ー1ー30,092-864-8080,http://www.takeuchiclinic.jp/,有,平日9:30~18:00土9:30~12:00,有
藤吉レディースクリニック,814-0022,福岡県福岡市早良区原7ー14ー35-1A室,092-874-7711,http://fujiyoshi-clinic.com/,有,平日9:00~18:00土9:00~14:00,有
池田功産婦人科医院,819-0043,福岡県福岡市西区野方1ー2-25,092-811-7778,ー,有,平日8:00~18:00土8:00~14:00(上記以外緊急を要する時には電話で受診予約が可能),有
新堂産婦人科医院,819-0031,福岡県福岡市西区橋本2ー18-1,092-811-6931,ー,有,平日9:00~17:00土9:00~12:00,有
医療法人 長野醫院長野産婦人科クリニック,819-0375,福岡県福岡市西区大字徳永字野入1055の2,092-807-2022,ー,有,月・火・木・金9:00~18:00水・土9:00~13:00,有
福岡バースクリニック,819-0006,福岡県福岡市西区姪浜駅南3ー18-21,092-883-0530,http://www.f-bc.jp/,有,月・火・木・金9:00~16:30水・土9:00~12:00,有
医療法人南谷レディースクリニック,819-0006,福岡県福岡市西区姪浜駅南2ー1-37 メディカルビル竹下2F,092-892-3020,https://www.minamitani.jp/,有,月・金10:00~13:00火・木10:00~13:00、14:30~19:00水・土10:00~13:00、14:30~17:00,有
医療法人 湯田医院,819-0002,福岡県福岡市西区姪の浜4ー11-29,092-881-0991,ー,有,月~土8:30~12:00(日祝祭日年末年始休診),有
よう子レディースクリニック,819-0169,福岡県福岡市西区今宿西1ー30-24,092-805-7788,http://yoko-ladies.com/,有,火・水・木・金9:30~14:30,有
吉永産婦人科医院,819-0052,福岡県福岡市西区下山門4ー14-26,092-881-9481,http://y-gyneclinic.com,有,月・火・木・金9:00~17:00土9:00~12:30,有
医療法人 城野産婦人科クリニック,816-0852,福岡県春日市一の谷2-8-1,092-584-1103,http://www.jono-ladies.com/,有,月・火・木・金9:00~17:00水9:00~12:00土9:00~13:00,有
医療法人 牛島産婦人科医院,818-0125,福岡県太宰府市五条2ー23ー8,092-921-2511,https://www.ushijima-lc.jp/,有,平日(木除く)9:00~17:30木・土9:00~12:30,有
まなべ産婦人科医院,816-0923,福岡県大野城市雑餉隈1-7-17,092-571-4307,http://manabe-hp.com/,有,平日(水除く)9:00~12:30、14:30~17:00水・土9:00~12:30,有
医療法人天信会 あまがせ産婦人科,816-0941,福岡県大野城市東大利1-14-6,092-572-5503,http://www.amagase.jp/,有,平日・土9:00~12:00、14:00~17:00(日祝日は対応しない),有
医療法人エンジェル会 永川産婦人科医院,818-0061,福岡県筑紫野市紫1ー25-5,092-922-3164,ー,有,月・金9:00~16:00火・水・土9:00~17:00木9:00~12:00,有
吉川レディースクリニック,818-0056,福岡県筑紫野市二日市北2-2-1イオン二日市店3F,092-918-8522,http://www.yoshikawalc.com,有,火・水・金・土9:30~13:30、14:30~18:30木・日9:30~13:30,有
早瀬川医院,818-0072,福岡県筑紫野市二日市中央4-12-6,092-924-3531,ー,有,平日9:00~19:00土9:00~12:30,有
女性クリニックみのり,811-1213,福岡県那珂川市中原3-127-2階E1,092-555-3663,https://www.jyosei-clinic-hakataminami.com/,有,月・火・水・金9:00~19:00木・土9:00~13:00,有
医療法人道生会 山崎産婦人科小児科医院,811-2101,福岡県糟屋郡宇美町宇美中央1ー2ー13,092-933-8000,https://www.yamasakisanfu.com,有,平日(木除く)9:00~18:00(12:30~14:30除く)木9:00~12:30土9:00~13:00(日祝及び夜間は対応不可),有
藤産婦人科医院,811-2417,福岡県糟屋郡篠栗町中央4-15-12,092-947-0358,http://www.tohsanfujinka.com/,有,月・火・水・金9:00~18:00木・土9:00~12:30,有
権丈産婦人科医院,811-2202,福岡県糟屋郡志免町志免3ー2ー14,092-935-0505,http://www.kenjo-sanfujinka.com/,有,平日(木除く)9:00~12:30、14:00~18:00木9:00~12:30土9:00~12:00、13:30~15:00(日祝及対応不可),有
医療法人養真堂 産婦人科筑紫クリニック,811-2244,福岡県糟屋郡志免町志免中央3ー1ー30,092-936-3939,https://chikushiclinic.com/,有,9:00~17:00(土・日対応可),有
産科・婦人科杉原レディースクリニック,811-2202,福岡県糟屋郡志免町志免2ー3ー41,092-936-6006,https://www.sugihara-lc.com/,有,平日(水・木除く)8:45~18:00水・木・土8:45~12:30,有
ゆいレディースクリニック,811-2307,福岡県糟屋郡粕屋町原町5ー12-1,092-939-3517,https://yui-lc.com/,有,平日(水・金除く)・土9:00~18:00水・金9:00~12:30,有
基本情報,,,,,,,
施設名,郵便番号,住所,電話番号,ウェブサイトURL,産科、婦人科又は産婦人科の標榜の有無,医療機関における緊急避妊にかかる対面診療への対応可能時間帯,常時の緊急避妊薬の在庫の有無
医療法人 原三信病院,812-0033,福岡県福岡市博多区大博町1-8,092-291-3434,https://www.harasanshin.or.jp,有,平日9:00~16:00,有
医療法人大成会 福岡記念病院,814-8525,福岡県福岡市早良区西新1-1-35,092-821-4731,http://www.kinen.jp/,有,平日8:30~17:00土8:30~12:00,有
医療法人社団水光会 宗像水光会総合病院,811-32098,福岡県福津市日蒔野5-7-1,0940-34-3111,http://www.suikokai.or.jp/,有,平日・土曜8:30~18:00(夜間・休日も対応可能の場合あり),有
有松病院,820-0206,福岡県嘉麻市鴨生824,0948-42-1108,http://www.mediqube.com/arimatsu/usr/pc/,有,月・火・水・金・第2土・第4土9:00~17:30水・第1土・第3土・第5土9:00~12:30,有
社会保険田川病院,826-8585,福岡県田川市大字上本町10-18,0947-44-0460,http://www.s-tagawa-hp.tagawa.fukuoka.jp/,有,平日8:30~17:00,有
